title,original_title,budget,original_language,homepage,overview,popularity,runtime,revenue,release_date,vote_average,vote_count,genres,spoken_languages,production_countries,web_url,snippet,source,keywords,pub_date,word_count,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.organization
Undine,Undine,0,de,https://www.the-match-factory.com/catalogue/films/undine.html,"Undine is a historian and tour guide at the Berlin City Museum specializing in urban development, while Christoph is an industrial diver. Linked by a love of the water, the two form an intense bond, which can only do so much to help Undine overcome the considerable baggage of her former affair.",17.343,90,0,2020-07-01,6.496,229,"Fantasy, Drama, Romance","English, German, Spanish","France, Germany",https://www.nytimes.com/2021/06/03/movies/undine-review.html,"Paula Beer and Franz Rogowski, who made an impression in 2019’s “Transit,” are reunited by the director Christian Petzold for this adaptation of a European myth.",The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Petzold, Christian', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Rogowski, Franz', 'rank': 3, 'major': 'N'}, {'name': 'creative_works', 'value': 'Undine (Movie)', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Beer, Paula (1995- )', 'rank': 5, 'major': 'N'}]",2021-06-03T11:00:08+0000,535,‘Undine’ Review: Love In and Out of the Water,Critic’s Pick,None,She’s Like a Sprite Out of Water,None,None,None,By Glenn Kenny,None
This Town,This Town,0,en,https://www.flicks.co.nz/movie/this-town-2020/,"Five years after being acquitted for the murder of his family, Sean (White) is finally ready to move on with life. But the bitter ex-cop (Malcolm) who led the investigation remains adamant that he's guilty - and will stop at nothing to bring him down.",2.467,91,0,2020-04-30,5.8,6,Comedy,English,New Zealand,https://www.nytimes.com/2021/05/20/movies/this-town-review.html,This small-town comedy from New Zealand looks at the romance between a country girl and a man accused of killing his family.,The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'creative_works', 'value': 'This Town (Movie)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'White, David (Director)', 'rank': 3, 'major': 'N'}]",2021-05-20T20:19:17+0000,287,‘This Town’ Review: Love and Rifles,None,None,This Town,None,None,None,By Devika Girish,None
Tu Me Manques,Tu me manques,0,es,,"Following his son Gabriel’s death, Jorge travels from conservative Bolivia to New York City to confront Gabriel’s boyfriend Sebastian. While the two battle over Jorge’s inability to accept his son, Sebastian channels his grief into a bold new play in honor of his lost love, in which Gabriel’s inner turmoil is transformed into an eye-popping gay fantasia.",5.106,110,0,2019-07-27,6.9,23,"Drama, Romance","English, Spanish","Bolivia, United States of America",https://www.nytimes.com/2021/04/22/movies/tu-me-manques-review.html,A conservative father who could not accept his son’s sexuality is led on a contemplative tour of queer life in New York in this Bolivian film.,The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'creative_works', 'value': 'Tu Me Manques (Movie)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Martinez, Oscar (1949- )', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Barbosa, Fernando (Actor)', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Bellott, Rodrigo', 'rank': 5, 'major': 'N'}, {'name': 'glocations', 'value': 'Bolivia', 'rank': 6, 'major': 'N'}]",2021-04-22T11:00:07+0000,301,‘Tu Me Manques’ Review: Traces of a Lost Love,None,None,Tu Me Manques,None,None,None,By Teo Bugbee,None
Monday,Monday,0,en,https://www.monday.movie,"A spark on a Friday can lead to a sizzling weekend fling, but what happens when you get to the inevitable Monday?",7.814,116,0,2020-09-11,6.6,160,"Drama, Romance","English, Greek","Greece, United Kingdom, United States of America",https://www.nytimes.com/2021/04/15/movies/monday-review.html,"Fiery physical contact keeps an expat couple together in Greece, and the sex scenes are enough for a half-dozen movies.",The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Papadimitropoulos, Argyris', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Stan, Sebastian', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Gough, Denise (1980- )', 'rank': 4, 'major': 'N'}, {'name': 'creative_works', 'value': 'Monday (Movie)', 'rank': 5, 'major': 'N'}]",2021-04-15T11:00:08+0000,349,‘Monday’ Review: A Year of Love and Its Hangovers,None,None,Monday,None,None,None,By Glenn Kenny,None
Ride or Die,Bad Boys: Ride or Die,100000000,en,https://www.badboys.movie,"After their late former Captain is framed, Lowrey and Burnett try to clear his name, only to end up on the run themselves.",2973.442,115,400124003,2024-06-05,7.618,1605,"Action, Crime, Thriller, Comedy",English,United States of America,https://www.nytimes.com/2021/04/15/movies/ride-or-die-review.html,"After upending her life, a woman runs away with her longtime crush in this puzzling Japanese drama.",The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'creative_works', 'value': 'Ride or Die (Movie)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Hiroki, Ryuichi', 'rank': 3, 'major': 'N'}]",2021-04-15T11:00:03+0000,338,‘Ride or Die’ Review: Killing for Love,None,None,This Is Somehow a Love That’s Worth Killing For,None,None,None,By Natalia Winkelman,None
Future People,Future People: The Family of Donor 5114,0,en,,"Filmed over eight years, Rothman follows a group of adolescents who discover that they were conceived from the same sperm donor, forming an unlikely family of familiar strangers. There are presently 37 half-siblings, and counting. This documentary explores the complexities of alternative conception while defining a new realm of modern family.",0.459,102,0,2021-04-09,0.0,0,Documentary,English,United States of America,https://www.nytimes.com/2021/04/09/movies/future-people-review.html,This documentary chronicles eight years in the lives of a group of children who form a bond after discovering they were conceived by the same sperm donor.,The New York Times,"[{'name': 'subject', 'value': 'Documentary Films and Programs', 'rank': 1, 'major': 'N'}, {'name': 'creative_works', 'value': 'Future People: The Family of Donor 5114 (Movie)', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'ARTIFICIAL INSEMINATION', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Children and Childhood', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Rothman, Michael (Filmmaker)', 'rank': 5, 'major': 'N'}]",2021-04-09T11:00:04+0000,317,"‘Future People’ Review: Connected by Biology, Bonded by Love",None,None,So Many Siblings  Seeking One Another,None,None,None,By Natalia Winkelman,None
Luz,Luz,0,es,,"In the thickness of the mountains, in an isolated community led by a preacher known as El Señor, a presumed new Messiah is brought, unleashing a wave of violence and pain.",3.998,104,0,2019-10-07,4.8,23,"Drama, Fantasy, Western, Horror",Spanish,Colombia,https://www.nytimes.com/2021/03/18/movies/luz-review.html,"In this romantic drama from Jon Garcia, two men find love in prison, then try to make it work on the outside.",The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'creative_works', 'value': 'Luz (Movie)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Garcia, Jon (1979- )', 'rank': 3, 'major': 'N'}]",2021-03-18T11:00:08+0000,296,‘Luz’ Review: Love In and Out of Lockup,None,None,Luz,None,None,None,By Teo Bugbee,None
Happily,Happily,0,en,https://www.commonwall.com/films/happily,"Tom and Janet have been happily married for years. But a visit from a mysterious stranger leads to a dead body, a lot of questions, and a tense couples' trip with friends who may not actually be friends at all.",9.844,96,0,2021-03-19,5.7,110,"Comedy, Romance, Science Fiction, Thriller",English,United States of America,https://www.nytimes.com/2021/03/18/movies/happily-review.html,"In this keeps-you-guessing comedy, Joel McHale and Kerry Bishé play a couple married for 14 years whose mutual passion is undimmed, to the annoyance of their friends.",The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'creative_works', 'value': 'Happily (Movie)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Grabinski, BenDavid', 'rank': 3, 'major': 'N'}]",2021-03-18T11:00:06+0000,344,‘Happily’ Review: Does Long-Lived Love Mean You Need Treatment?,None,None,Happily,None,None,None,By Glenn Kenny,None
This Is the Life,This Is the Life,0,en,http://www.goodlifelove.com,"In 1989, a collective of young hip hop artists gathered at a health food café in South Central Los Angeles. Their mandate? To reject gang culture and expand the musical boundaries of hip hop. DuVernay's documentary chronicles the historic legacy of the Good Life Cafe — the open mic nights that became an L.A. institution, the eclectic array of talented young MCs that emerged there, the alternative hip hop movement they developed, and their worldwide influence on the artform.",0.688,97,0,2008-02-08,6.4,7,"Documentary, Music",English,United States of America,https://www.nytimes.com/2021/02/23/movies/this-is-the-life-review.html,"Ava DuVernay’s 2008 documentary, now streaming on Netflix, is a personal love letter to a slice of Los Angeles’s 1990s hip-hop scene.",The New York Times,"[{'name': 'subject', 'value': 'Documentary Films and Programs', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Rap and Hip-Hop', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'DuVernay, Ava', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Black People', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Blacks', 'rank': 5, 'major': 'N'}, {'name': 'glocations', 'value': 'California', 'rank': 6, 'major': 'N'}, {'name': 'glocations', 'value': 'Los Angeles (Calif)', 'rank': 7, 'major': 'N'}, {'name': 'creative_works', 'value': 'This Is the Life (Movie)', 'rank': 8, 'major': 'N'}]",2021-02-23T19:47:00+0000,470,‘This Is the Life’ Review: A Valuable Part of Hip-Hop History,Critic’s Pick,None,A Love Letter to 1990s California Hip-Hop,None,None,None,By Robert Daniels,None
To All the Boys: Always and Forever,To All the Boys: Always and Forever,0,en,https://www.netflix.com/title/81040397,Senior year of high school takes center stage as Lara Jean returns from a family trip to Korea and considers her college plans — with and without Peter.,37.801,115,0,2021-02-12,7.564,1864,"Romance, Comedy, Drama","English, Korean",United States of America,https://www.nytimes.com/2021/02/11/movies/to-all-the-boys-always-and-forever-review.html,"This final installment of the Netflix rom-com trilogy is earnest, bright-eyed and without a hint of cynicism.",The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Condor, Lana', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Fimognari, Michael', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Centineo, Noah', 'rank': 4, 'major': 'N'}, {'name': 'creative_works', 'value': 'To All the Boys: Always and Forever (Movie)', 'rank': 5, 'major': 'N'}]",2021-02-12T02:00:03+0000,482,‘To All the Boys: Always and Forever’ Review: Love Sweet Love,None,None,A Rom-Com Sequel That May Cause Cavities,None,None,None,By Maya Phillips,None
Young Hearts,Young Hearts,0,nl,https://www.polar-bear.tv/young-hearts,"Fourteen-year-old Elias increasingly feels like an outsider in his village. When he meets his new neighbour of the same age, Alexander, Elias is confronted with his burgeoning sexuality.",23.096,97,0,2025-01-16,0.0,0,"Drama, Family","French, Dutch","Belgium, Netherlands",https://www.nytimes.com/2021/02/11/movies/young-hearts-review.html,"The brother and sister filmmakers Sarah Sherman and Zachary Ray Sherman deliver romance, unadorned.",The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'creative_works', 'value': 'Young Hearts (Movie)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Sherman, Sarah (Film Director)', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Sherman, Zachary Ray (1984- )', 'rank': 4, 'major': 'N'}]",2021-02-11T12:00:06+0000,324,‘Young Hearts’ Review: Movie Love by Algorithm,None,None,Young Hearts,None,None,None,By Kristen Yoonsoo Kim,None
Little Fish,Little Fish,0,en,https://www.littlefish.movie,A couple fights to hold their relationship together as a memory loss virus spreads and threatens to erase the history of their love and courtship.,16.958,101,39053,2021-02-05,7.029,191,"Romance, Science Fiction, Drama",English,"Canada, United States of America",https://www.nytimes.com/2021/02/04/movies/little-fish-review.html,This sci-fi romance imagines a world with widespread memory loss through the eyes of one couple.,The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'creative_works', 'value': 'Little Fish (Movie)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Hartigan, Chad', 'rank': 3, 'major': 'N'}]",2021-02-04T12:00:06+0000,315,‘Little Fish’ Review: Do You Remember Love?,None,None,Little Fish,None,None,None,By Kristen Yoonsoo Kim,None
Two of Us,Two of Us,0,tl,,"Empress Schuck and Ejay Falcon star in this psychological thriller as two people who find each other while trying to make a living in a foreign country. But as time passes, underneath the sweet moments lie a toxic relationship that sparks violent tendencies.",1.523,103,0,2024-04-10,0.0,0,"Drama, Thriller",Tagalog,Philippines,https://www.nytimes.com/2021/02/04/movies/two-of-us-review-thwarted-love.html,An older lesbian couple is met with unexpected devastation in this aching romantic drama by Filippo Meneghetti.,The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Sukowa, Barbara', 'rank': 2, 'major': 'N'}, {'name': 'creative_works', 'value': 'Two of Us (Movie)', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Meneghetti, Filippo', 'rank': 4, 'major': 'N'}]",2021-02-04T12:00:03+0000,313,‘Two of Us’ Review: Thwarted Love,None,None,Two of Us,None,None,None,By Beatrice Loayza,None
Atlantis,Atlantis,0,fr,,"Atmospheric soundtrack follows this compilation of nature footage that focuses on the ocean and various life forms that live, mate and die in it.",4.758,74,138,1991-08-21,6.254,46,"Music, Documentary",French,"France, Italy",https://www.nytimes.com/2021/01/21/movies/atlantis-review-a-bleak-apocalypse-love-story.html,"Ukraine’s official Oscar entry, the movie depicts an all-too-convincing dystopia, with no fancy gadgets or cars.",The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'creative_works', 'value': 'Atlantis (Movie)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Vasyanovych, Valentyn', 'rank': 3, 'major': 'N'}]",2021-01-21T12:00:06+0000,320,‘Atlantis’ Review: A Bleak Apocalypse Love Story,Critic’s Pick,None,Atlantis,None,None,None,By Glenn Kenny,None
Preparations to Be Together,Felkészülés meghatározatlan ideig tartó együttlétre,1000000,hu,,"Márta, a 40-year-old neurosurgeon, falls in love. She leaves her shining American career behind and returns to Budapest to start a new life with the man she loves. But she waits for him at the Liberty Bridge in vain - he does not appear at their rendezvous. Márta starts to search for him desperately, but when she finally finds him, the love of her life claims that they have never met before.",6.671,95,117368,2020-09-24,6.2,32,Drama,"English, Hungarian",Hungary,https://www.nytimes.com/2021/01/21/movies/preparations-to-be-together-for-an-unknown-period-of-time-review.html,A neurosurgeon pursues the man of her dreams in this simmering portrait of obsession by the Hungarian filmmaker Lili Horvat.,The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'creative_works', 'value': 'Preparations to Be Together for an Unknown Period of Time (Movie)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Horvat, Lili', 'rank': 3, 'major': 'N'}]",2021-01-21T12:00:03+0000,438,‘Preparations to Be Together’ Review: Mysteries of Love,Critic’s Pick,None,"Neurosurgeon, Heal Thyself",None,None,None,By Beatrice Loayza,None
